翹左腳,160,52,20.3125,111.24,126.28,69.65,91.48,227.8,349.99,73.25,277.05,953.12
翹左腳,160,52,20.3125,111.38,125.99,69.19,91.52,226.9,348.99,72.58,275.75,953.18
翹左腳,160,52,20.3125,110.69,124.99,68.41,91.36,226.58,348.14,72.91,276.32,953.27
翹左腳,160,52,20.3125,109.96,124.38,68.16,91.38,226.14,347.82,73.21,276.84,953.42
翹左腳,160,52,20.3125,109.89,124.4,68.06,91.27,225.43,347.56,73,275.72,953.33
翹左腳,160,52,20.3125,109.82,124.22,67.91,91.14,224.83,347.29,72.75,274.66,953.25
翹左腳,160,52,20.3125,109.8,124.13,67.94,90.97,224.76,347.31,72.76,274.94,953.31
翹左腳,160,52,20.3125,109.73,124.29,67.97,91.03,224.74,347.12,72.28,274.56,953.41
翹左腳,160,52,20.3125,109.87,124.44,68.17,90.92,224.82,347.32,72.06,274.29,953.53
翹左腳,160,52,20.3125,110.07,124.68,68.28,90.81,224.68,347.62,71.9,273.99,953.67
翹左腳,160,52,20.3125,110.57,125.03,68.46,90.83,224.45,347.85,71.71,273.33,953.75
翹左腳,160,52,20.3125,111.32,125.49,68.56,91.15,224.61,348.01,71.34,271.87,953.77
翹左腳,160,52,20.3125,113.14,126.92,69.1,91.16,224.72,347.66,70.24,270.78,953.77
翹左腳,160,52,20.3125,116.41,129.82,70.37,91.33,225.02,347.28,68.85,270.78,953.9
翹左腳,160,52,20.3125,119.89,132.77,71.24,91.62,225.2,347.42,67.83,271.43,953.96
翹左腳,160,52,20.3125,121.58,133.89,71.38,91.66,225.19,347.09,68.87,272.67,953.8
翹左腳,160,52,20.3125,121.76,134,71.45,91.47,225.02,346.78,68.43,274.05,953.86
翹左腳,160,52,20.3125,121.13,133.77,71.62,91.85,225.93,346.87,68.03,276.87,954.04
翹左腳,160,52,20.3125,119.2,133.02,71.23,92.95,228.52,349.64,68.88,282.11,954.28
翹左腳,160,52,20.3125,115.84,130.61,70.19,94.22,232.11,355.07,70.7,289.69,954.6
翹左腳,160,52,20.3125,112.49,127.47,68.94,96.16,238.08,361.8,74.16,297.75,954.76
翹左腳,160,52,20.3125,110.02,124.54,67.56,101.26,248.71,368.15,78.94,309.05,955.55
翹左腳,160,52,20.3125,108.66,123.19,66.73,109.18,263.37,374.59,84.87,324.37,956.75
翹左腳,160,52,20.3125,108,122.89,66.35,115.36,272.34,377.02,87.44,330.99,957.89
翹左腳,160,52,20.3125,108.01,122.97,66.29,116.72,273.14,374.69,86.74,325.17,958.51
翹左腳,160,52,20.3125,108.78,123.45,66.26,115.11,270.78,371.24,83.38,312.96,958.71
翹左腳,160,52,20.3125,109.99,124.39,66.52,111.85,267.53,368.1,79.47,301.82,958.55
翹左腳,160,52,20.3125,110.43,124.94,66.94,108.41,264.76,365.74,76.65,295.34,958.53
翹左腳,160,52,20.3125,110.16,125.01,67.17,106.28,262.18,364.62,75.82,292.86,958.48
翹左腳,160,52,20.3125,110.62,125.06,67.46,103.63,259.21,363.86,75.02,289.91,958.41
翹左腳,160,52,20.3125,112.51,126.52,68.19,100.49,255.39,361.93,73.57,286.07,958.47
翹左腳,160,52,20.3125,114.17,127.77,68.65,98.95,252.12,358.83,72.82,282.17,958.37
翹左腳,160,52,20.3125,114.81,128.12,68.75,98.26,249.95,356.43,72.61,280.3,958.2
翹左腳,160,52,20.3125,114.17,127.88,68.57,97.96,249.7,356.16,72.78,280.42,958.27
翹左腳,160,52,20.3125,112.99,127.54,68.42,98.47,250.67,357.37,73.72,283.03,958.33
翹左腳,160,52,20.3125,110.74,125.95,68,100.44,254.9,363.27,78.08,293.23,958.73
翹左腳,160,52,20.3125,110.02,125.41,67.82,101.08,256.27,365.77,79.2,296.47,958.87
翹左腳,160,52,20.3125,113.27,128.32,68.77,99.96,253.72,362.27,75.67,290.67,958.84
翹左腳,160,52,20.3125,117.09,131.38,69.78,98.73,250.89,358.08,71.98,285.96,958.75
翹左腳,160,52,20.3125,119.09,132.31,70.05,98.55,250.23,356.76,71.3,285.59,958.61
翹左腳,160,52,20.3125,118.76,131.74,69.66,98.67,249.43,355.8,72.58,288.13,958.4
翹左腳,160,52,20.3125,116.83,130.26,69.01,98.62,248.08,356.23,74.28,288.69,958.51
翹左腳,160,52,20.3125,114.16,128.13,68.27,98.45,247.19,357.54,76.37,289.04,958.49
翹左腳,160,52,20.3125,112.83,127.21,67.96,98.17,246.66,358.31,77.58,288.53,958.69
翹左腳,160,52,20.3125,113.31,127.52,68.21,98.5,246.51,358.44,76.64,286.24,958.95
